Livro,Capítulo,Verso,Antes,Depois
At,5,10,"Caiu, pois, imediatamente aos seus pés e expirou. Entrando, pois, os jovens, acharam‑na morta e carregando<i>‑a</i> para fora, sepultaram<i>‑na</i> junto de seu marido.","Caiu, pois, imediatamente aos seus pés e expirou. Entrando, pois, os jovens, acharam‑na morta e carregando<n>[‑a]</n> para fora, sepultaram<n>[‑na]</n> junto de seu marido."
At,5,11,E veio grande temor sobre toda a igreja e sobre todos os que ouviram essas <i>coisas</i>.,E veio grande temor sobre toda a igreja e sobre todos os que ouviram essas <n>[coisas]</n>.
At,5,14,"Ainda mais<f>[1]</f> crentes, pois, foram acrescentados <i>a</i>o Senhor, multidões de homens e também mulheres),","Ainda mais<f>[1]</f> crentes, pois, foram acrescentados <n>[a]</n>o Senhor, multidões de homens e também mulheres),"
At,5,15,"de forma que até para as ruas trouxeram<i>para fora</i><f>[1]</f> os enfermos e <i>os</i> puseram sobre leitos e colchonetes, para que, vindo Pedro, até mesmo só a <i>sua</i> sombra alguns deles sombreasse.","de forma que até para as ruas trouxeram<n>[para fora]</n><f>[1]</f> os enfermos e <n>[os]</n> puseram sobre leitos e colchonetes, para que, vindo Pedro, até mesmo só a <n>[sua]</n> sombra alguns deles sombreasse."
At,5,17,"Levantando‑se, pois, o sumo‑sacerdote e todos os que <i>estavam</i> com ele, isto é a seita dos saduceus, foram enchidos de inveja;","Levantando‑se, pois, o sumo‑sacerdote e todos os que <n>[estavam]</n> com ele, isto é a seita dos saduceus, foram enchidos de inveja;"
At,5,19,"Um anjo d<i>o</i> Senhor, pois, durante a noite, abriu as portas da prisão<f>[1]</f>, e guiando‑os para fora<f>[2]</f>, disse:","Um anjo d<n>[o]</n> Senhor, pois, durante a noite, abriu as portas da prisão<f>[1]</f>, e guiando‑os para fora<f>[2]</f>, disse:"
At,5,21,"Tendo, pois, ouvido <i>isso</i>, entraram cedíssimo <i>da</i> aurora<f>[1]</f> no templo e ensinavam. Tendo, pois, chegado o sumo sacerdote e os que com ele <i>estavam</i>, convocaram o sinédrio e a todo o conselho dos anciãos<f>[2]</f> dos filhos de Israel, e enviaram ao cárcere, para trazê‑los.","Tendo, pois, ouvido <n>[isso]</n>, entraram cedíssimo <n>[da]</n> aurora<f>[1]</f> no templo e ensinavam. Tendo, pois, chegado o sumo sacerdote e os que com ele <n>[estavam]</n>, convocaram o sinédrio e a todo o conselho dos anciãos<f>[2]</f> dos filhos de Israel, e enviaram ao cárcere, para trazê‑los."
At,5,22,"Tendo chegado, pois, os servidores, não os acharam na prisão; tendo, pois, voltado, <i>lho</i> anunciaram,","Tendo chegado, pois, os servidores, não os acharam na prisão; tendo, pois, voltado, <n>[lho]</n> anunciaram,"
At,5,23,"dizendo: Achamos o cárcere fechado em toda a segurança e os guardas estando <i>de pé</i> diante as portas; tendo, pois, aberto, dentro ninguém achamos.","dizendo: Achamos o cárcere fechado em toda a segurança e os guardas estando <n>[de pé]</n> diante as portas; tendo, pois, aberto, dentro ninguém achamos."
At,5,24,"Tendo, pois, ouvido essas palavras<f>[1]</f>, tanto o capitão do templo<f>[2]</f> e os sumo sacerdotes estavam perplexos<f>[3]</f> quanto a eles, <i>e</i> <i>o</i> que viria a ser essa <i>coisa</i>.","Tendo, pois, ouvido essas palavras<f>[1]</f>, tanto o capitão do templo<f>[2]</f> e os sumo sacerdotes estavam perplexos<f>[3]</f> quanto a eles, <n>[e]</n> <n>[o]</n> que viria a ser essa <n>[coisa]</n>."
At,5,27,"Trazendo‑os, pois, puseram<i>‑nos</i> no sinédrio. E interrogou‑os o sumo sacerdote,","Trazendo‑os, pois, puseram<n>[‑nos]</n> no sinédrio. E interrogou‑os o sumo sacerdote,"
At,5,30,"O Deus dos nossos pais ressuscitou a Jesus, a quem vós matastes<f>[1]</f>, pendurando<i>‑o</i> num<f>[2]</f> madeiro.","O Deus dos nossos pais ressuscitou a Jesus, a quem vós matastes<f>[1]</f>, pendurando<n>[‑o]</n> num<f>[2]</f> madeiro."
At,5,31,"A esse, Deus <i>o</i> exaltou <i>por meio d</i>a<f>[1]</f> sua destra a Príncipe e Salvador,<i>para</i> dar a Israel arrependimento e perdão de pecados.","A esse, Deus <n>[o]</n> exaltou <n>[por meio d]</n>a<f>[1]</f> sua destra a Príncipe e Salvador,<n>[para]</n> dar a Israel arrependimento e perdão de pecados."
At,5,32,"E nós somos testemunhas dessas palavras<f>[1]</f>, e <i>também</i> o Espírito Santo, que Deus deu aos que lhe obedecem.","E nós somos testemunhas dessas palavras<f>[1]</f>, e <n>[também]</n> o Espírito Santo, que Deus deu aos que lhe obedecem."
At,5,33,Os que <i>o</i> ouviram foram cortados <i>até no coração</i><f>[1]</f> e cogitaram matá‑los.,Os que <n>[o]</n> ouviram foram cortados <n>[até no coração]</n><f>[1]</f> e cogitaram matá‑los.
At,5,34,"Levantando‑se, pois, um certo <i>homem</i> no sinédrio, um fariseu chamado Gamaliel<f>[1]</f>, ensinador da lei<f>[2]</f>, estimado<f>[3]</f> por todo o povo, mandou pôr os homens<f>[4]</f> para fora por um pouco","Levantando‑se, pois, um certo <n>[homem]</n> no sinédrio, um fariseu chamado Gamaliel<f>[1]</f>, ensinador da lei<f>[2]</f>, estimado<f>[3]</f> por todo o povo, mandou pôr os homens<f>[4]</f> para fora por um pouco"
At,5,40,"E tendo chamado <i>para si</i> os apóstolos, tendo <i>os</i> espancando, mandaram não falarem no<f>[1]</f> nome de Jesus, e liberaram<i>‑nos</i>.","E tendo chamado <n>[para si]</n> os apóstolos, tendo <n>[os]</n> espancando, mandaram não falarem no<f>[1]</f> nome de Jesus, e liberaram<n>[‑nos]</n>."
At,5,41,"Eles, então, regozijando‑se, foram<f>[1]</f> <i>embora</i> da presença do sinédrio, porque tinham sido considerados dignos de<f>[2]</f> serem insultados por causa do nome<f>[3]</f>;","Eles, então, regozijando‑se, foram<f>[1]</f> <n>[embora]</n> da presença do sinédrio, porque tinham sido considerados dignos de<f>[2]</f> serem insultados por causa do nome<f>[3]</f>;"
At,5,42,"cada dia, então, no templo e de casa em casa, não cessavam de ensinar e anunciar<f>[1]</f> <i>que</i> o Cristo<i>é</i> Jesus<f>[2]</f>.","cada dia, então, no templo e de casa em casa, não cessavam de ensinar e anunciar<f>[1]</f> <n>[que]</n> o Cristo<n>[é]</n> Jesus<f>[2]</f>."
At,6,2,"Tendo, pois, os doze chamado <i>para si</i> a multidão dos discípulos, disseram: Não é apropriado<f>[1]</f> nós deixarmos a palavra<f>[2]</f> de Deus para servirmos as mesas.","Tendo, pois, os doze chamado <n>[para si]</n> a multidão dos discípulos, disseram: Não é apropriado<f>[1]</f> nós deixarmos a palavra<f>[2]</f> de Deus para servirmos as mesas."
At,7,1,"Disse, pois, o sumo sacerdote: Essas <i>coisas</i> são<f>[1]</f> assim?","Disse, pois, o sumo sacerdote: Essas <n>[coisas]</n> são<f>[1]</f> assim?"
At,7,2,"Ele, pois, disse: Homens irmãos e pais, ouvi! O Deus da glória apareceu <i>a</i>o nosso pai Abraão, estando na Mesopotâmia, antes dele habitar em Harã<f>[1]</f>,","Ele, pois, disse: Homens irmãos e pais, ouvi! O Deus da glória apareceu <n>[a]</n>o nosso pai Abraão, estando na Mesopotâmia, antes dele habitar em Harã<f>[1]</f>,"
At,7,5,"E não lhe deu uma herança nela, nem mesmo <i>a</i> largura de um pé; e prometeu dar‑lha para posse<f>[1]</f> <i>a ele</i> e a sua semente após ele, não tendo ele criança<f>[2]</f>.","E não lhe deu uma herança nela, nem mesmo <n>[a]</n> largura de um pé; e prometeu dar‑lha para posse<f>[1]</f> <n>[a ele]</n> e a sua semente após ele, não tendo ele criança<f>[2]</f>."
At,7,6,"Falou, pois, Deus assim: “A sua semente será peregrina<f>[1]</f> numa terra alheia<f>[2]</f> e escravizá‑la‑ão e maltratá<i>‑la‑</i>ão <i>por</i> quatrocentos anos.","Falou, pois, Deus assim: “A sua semente será peregrina<f>[1]</f> numa terra alheia<f>[2]</f> e escravizá‑la‑ão e maltratá<n>[‑la‑]</n>ão <n>[por]</n> quatrocentos anos."
At,7,7,"E a nação a que servirão, eu <i>a</i> julgarei”, disse Deus, “e depois dessas <i>coisas</i> sairão e servir‑me‑ão nesse lugar”<f>[1]</f>.","E a nação a que servirão, eu <n>[a]</n> julgarei”, disse Deus, “e depois dessas <n>[coisas]</n> sairão e servir‑me‑ão nesse lugar”<f>[1]</f>."
At,7,8,E deu‑lhe <i>o</i> pacto<f>[1]</f> d<i>a</i> circuncisão; e assim gerou a Isaque e circuncidou‑o no oitavo dia; e Isaque gerou a Jacó e Jacó aos doze patriarcas.,E deu‑lhe <n>[o]</n> pacto<f>[1]</f> d<n>[a]</n> circuncisão; e assim gerou a Isaque e circuncidou‑o no oitavo dia; e Isaque gerou a Jacó e Jacó aos doze patriarcas.
At,7,9,"E os patriarcas, invejando a José<f>[1]</f>, <i>o</i> venderam para <i>o</i> Egito. E era Deus com ele;","E os patriarcas, invejando a José<f>[1]</f>, <n>[o]</n> venderam para <n>[o]</n> Egito. E era Deus com ele;"
At,7,10,"e tirou‑o<f>[1]</f> de todas as suas aflições<f>[2]</f> e deu‑lhe favor e sabedoria diante de Faraó<f>[3]</f>, rei d<i>o</i> Egito, e pô‑lo <i>como</i> governador sobre <i>o</i> Egito e toda a sua casa.","e tirou‑o<f>[1]</f> de todas as suas aflições<f>[2]</f> e deu‑lhe favor e sabedoria diante de Faraó<f>[3]</f>, rei d<n>[o]</n> Egito, e pô‑lo <n>[como]</n> governador sobre <n>[o]</n> Egito e toda a sua casa."
At,7,11,"Veio, pois, fome sobre todo o Egito<f>[1]</f> e Canaã e grande aflição; e os nossos pais não acharam alimento<i>s</i>.","Veio, pois, fome sobre todo o Egito<f>[1]</f> e Canaã e grande aflição; e os nossos pais não acharam alimento<n>[s]</n>."
At,7,12,"Tendo, pois, ouvido Jacó que havia<f>[1]</f> cereais<f>[2]</f> n<i>o</i> Egito, enviou os nossos pais <i>pela</i> primeira <i>vez</i>.","Tendo, pois, ouvido Jacó que havia<f>[1]</f> cereais<f>[2]</f> n<n>[o]</n> Egito, enviou os nossos pais <n>[pela]</n> primeira <n>[vez]</n>."
At,7,13,"E na segunda <i>vez</i> foi reconhecido José por seus irmãos, e chegou a ser manifesta a Faraó a geração<f>[1]</f> de José.","E na segunda <n>[vez]</n> foi reconhecido José por seus irmãos, e chegou a ser manifesta a Faraó a geração<f>[1]</f> de José."
At,7,15,"Desceu, pois, Jacó para <i>o</i> Egito e morreu, ele e os nossos pais;","Desceu, pois, Jacó para <n>[o]</n> Egito e morreu, ele e os nossos pais;"
At,7,16,"E foram trasladados<f>[1]</f> para Siquém<f>[2]</f> e foram colocados no túmulo<f>[3]</f>, que comprou Abraão <i>por certa</i> soma de dinheiro dos filhos de Emor<f>[4]</f>, <i>pai</i> de Siquém<f>[5]</f>.","E foram trasladados<f>[1]</f> para Siquém<f>[2]</f> e foram colocados no túmulo<f>[3]</f>, que comprou Abraão <n>[por certa]</n> soma de dinheiro dos filhos de Emor<f>[4]</f>, <n>[pai]</n> de Siquém<f>[5]</f>."
At,7,17,"Como, pois, se aproximou o tempo da promessa que prometeu<f>[1]</f> a Abraão, cresceu o povo e foi multiplicado n<i>o</i> Egito,","Como, pois, se aproximou o tempo da promessa que prometeu<f>[1]</f> a Abraão, cresceu o povo e foi multiplicado n<n>[o]</n> Egito,"
At,7,18,"até que se levantou um outro rei sobre <i>o</i> Egito<f>[1]</f>, que não conhecia José.","até que se levantou um outro rei sobre <n>[o]</n> Egito<f>[1]</f>, que não conhecia José."
At,7,19,"Esse, agindo astuciosamente<f>[1]</f> com a nossa linhagem<f>[2]</f>, maltratou os pais<f>[3]</f> <i>ao ponto de os</i> fazer enjeitar as criancinhas<f>[4]</f>, para não preservá‑las em vida<f>[5]</f>.","Esse, agindo astuciosamente<f>[1]</f> com a nossa linhagem<f>[2]</f>, maltratou os pais<f>[3]</f> <n>[ao ponto de os]</n> fazer enjeitar as criancinhas<f>[4]</f>, para não preservá‑las em vida<f>[5]</f>."
At,7,20,"Nesse tempo nasceu Moisés e era formoso<f>[1]</f> a Deus, quem foi criado três meses na casa de <i>seu</i> pai.","Nesse tempo nasceu Moisés e era formoso<f>[1]</f> a Deus, quem foi criado três meses na casa de <n>[seu]</n> pai."
At,7,21,"Sendo, pois, ele enjeitado, recebeu‑o<f>[1]</f> a filha de Faraó e criou‑o <i>para</i> si mesma por filho.","Sendo, pois, ele enjeitado, recebeu‑o<f>[1]</f> a filha de Faraó e criou‑o <n>[para]</n> si mesma por filho."
At,7,22,"E Moisés foi instruído <i>em</i> toda sabedoria d<i>os</i> egípcios; era, pois, poderoso em suas palavras<f>[1]</f> e obras.","E Moisés foi instruído <n>[em]</n> toda sabedoria d<n>[os]</n> egípcios; era, pois, poderoso em suas palavras<f>[1]</f> e obras."
At,7,24,"E vendo um deles sendo injustiçado<f>[1]</f>, defendeu<i>‑o</i>, e fez vingança ao oprimido, matando<f>[2]</f> o egípcio.","E vendo um deles sendo injustiçado<f>[1]</f>, defendeu<n>[‑o]</n>, e fez vingança ao oprimido, matando<f>[2]</f> o egípcio."
At,7,25,"Pensava<f>[1]</f>, pois, que os <i>seus</i> irmãos entenderiam que Deus, por sua mão, [lhes] daria salvação; eles, pois, não entenderam.","Pensava<f>[1]</f>, pois, que os <n>[seus]</n> irmãos entenderiam que Deus, por sua mão, [lhes] daria salvação; eles, pois, não entenderam."
At,7,26,"E no dia seguinte, contendendo eles, foi visto <i>por eles</i> e <i>tentou</i> reconciliá‑los em paz, dizendo: Homens, sois irmãos! Por que injustiçais uns aos outros<f>[1]</f>?","E no dia seguinte, contendendo eles, foi visto <n>[por eles]</n> e <n>[tentou]</n> reconciliá‑los em paz, dizendo: Homens, sois irmãos! Por que injustiçais uns aos outros<f>[1]</f>?"
At,7,27,"Aquele, pois, que injustiçava o <i>seu</i> próximo, o repeliu, dizendo: “Quem te colocou príncipe<f>[1]</f> e juiz sobre nós?","Aquele, pois, que injustiçava o <n>[seu]</n> próximo, o repeliu, dizendo: “Quem te colocou príncipe<f>[1]</f> e juiz sobre nós?"
At,7,29,"Fugiu, pois, Moisés a essa palavra<f>[1]</f> e chegou a ser peregrino n<i>a</i> terra de Midiã<f>[2]</f>, onde gerou dois filhos.","Fugiu, pois, Moisés a essa palavra<f>[1]</f> e chegou a ser peregrino n<n>[a]</n> terra de Midiã<f>[2]</f>, onde gerou dois filhos."
At,7,30,"E sendo cumpridos quarenta anos, apareceu‑lhe no deserto<f>[1]</f> do Monte Sinai<f>[2]</f> um anjo<f>[3]</f> n<i>a</i> chama de fogo de uma sarça.","E sendo cumpridos quarenta anos, apareceu‑lhe no deserto<f>[1]</f> do Monte Sinai<f>[2]</f> um anjo<f>[3]</f> n<n>[a]</n> chama de fogo de uma sarça."
At,7,31,"Moisés, pois, vendo, maravilhou‑se da visão; aproximando‑se, pois, ele, para observá<i>‑lo</i><f>[1]</f>, aconteceu <i>a</i> voz d<i>o</i> Senhor<f>[2]</f>:","Moisés, pois, vendo, maravilhou‑se da visão; aproximando‑se, pois, ele, para observá<n>[‑lo]</n><f>[1]</f>, aconteceu <n>[a]</n> voz d<n>[o]</n> Senhor<f>[2]</f>:"
At,7,32,"“Eu <i>sou</i> o Deus dos teus pais, o Deus de Abraão e de Isaque e de Jacó<f>[1]</f>”<f>[2]</f>. Chegando a ser<f>[3]</f> trêmolo, pois, Moisés não ousava observar.","“Eu <n>[sou]</n> o Deus dos teus pais, o Deus de Abraão e de Isaque e de Jacó<f>[1]</f>”<f>[2]</f>. Chegando a ser<f>[3]</f> trêmolo, pois, Moisés não ousava observar."
At,7,34,"Vendo, vi a aflição<f>[1]</f> do meu povo n<i>o</i> Egito e o gemido deles ouvi e desci tirá‑los; e agora, vem! Enviar‑te‑ei para <i>o</i> Egito”<f>[2]</f>.","Vendo, vi a aflição<f>[1]</f> do meu povo n<n>[o]</n> Egito e o gemido deles ouvi e desci tirá‑los; e agora, vem! Enviar‑te‑ei para <n>[o]</n> Egito”<f>[2]</f>."
At,7,35,"A esse Moisés, a quem negaram, dizendo: “Quem te colocou príncipe e juiz sobre nós?” — a esse, Deus enviou tanto <i>como</i> príncipe quanto <i>como</i> libertador<f>[1]</f> por mão d<i>o</i> anjo que lhe aparecera na sarça.","A esse Moisés, a quem negaram, dizendo: “Quem te colocou príncipe e juiz sobre nós?” — a esse, Deus enviou tanto <n>[como]</n> príncipe quanto <n>[como]</n> libertador<f>[1]</f> por mão d<n>[o]</n> anjo que lhe aparecera na sarça."
At,7,36,"Esse os guiou para fora<f>[1]</f>, fazendo milagres e sinais n<i>a</i> terra d<i>o</i> Egito e n<i>o</i> Mar Vermelho e no deserto, <i>por</i> quarenta anos.","Esse os guiou para fora<f>[1]</f>, fazendo milagres e sinais n<n>[a]</n> terra d<n>[o]</n> Egito e n<n>[o]</n> Mar Vermelho e no deserto, <n>[por]</n> quarenta anos."
At,7,38,"Esse é que estava<f>[1]</f> na congregação<f>[2]</f> no deserto com o anjo, falando‑lhe no Monte Sinai, e <i>com</i> os nossos pais; que recebeu palavras<f>[3]</f> vivas<f>[4]</f>, <i>para</i> no<i>‑las</i><f>[5]</f> dar;","Esse é que estava<f>[1]</f> na congregação<f>[2]</f> no deserto com o anjo, falando‑lhe no Monte Sinai, e <n>[com]</n> os nossos pais; que recebeu palavras<f>[3]</f> vivas<f>[4]</f>, <n>[para]</n> no<n>[‑las]</n><f>[5]</f> dar;"
At,7,39,"ao qual os nossos pais não queriam se tornar obedientes, mas repeliram<i>‑no</i>, e se voltaram nos seus corações<f>[1]</f> para <i>o</i> Egito,","ao qual os nossos pais não queriam se tornar obedientes, mas repeliram<n>[‑no]</n>, e se voltaram nos seus corações<f>[1]</f> para <n>[o]</n> Egito,"
At,7,40,"dizendo a Arão<f>[1]</f>: “Faze‑nos deuses, que irão diante de<f>[2]</f> nós, porque esse Moisés, que nos guiou para fora d<i>a</i> terra d<i>o</i> Egito – não sabemos <i>o</i> que lhe aconteceu.","dizendo a Arão<f>[1]</f>: “Faze‑nos deuses, que irão diante de<f>[2]</f> nós, porque esse Moisés, que nos guiou para fora d<n>[a]</n> terra d<n>[o]</n> Egito – não sabemos <n>[o]</n> que lhe aconteceu."
At,7,41,E fizeram um bezerro<f>[1]</f> naqueles dias e trouxeram um sacrifício <i>a</i>o ídolo e se alegraram nas obras de suas mãos.,E fizeram um bezerro<f>[1]</f> naqueles dias e trouxeram um sacrifício <n>[a]</n>o ídolo e se alegraram nas obras de suas mãos.
At,7,42,"Voltou‑se<f>[1]</f>, pois, Deus e os entregou a servir<f>[2]</f> <i>a</i>o exército do céu, assim como<f>[3]</f> está escrito no livro dos profetas: “Porventura oferecestes a mim vítimas e sacrifícios quarenta anos no deserto, casa de Israel?","Voltou‑se<f>[1]</f>, pois, Deus e os entregou a servir<f>[2]</f> <n>[a]</n>o exército do céu, assim como<f>[3]</f> está escrito no livro dos profetas: “Porventura oferecestes a mim vítimas e sacrifícios quarenta anos no deserto, casa de Israel?"
At,7,43,"E tomastes a tenda de Moloque<f>[1]</f> e a estrela<f>[2]</f> do vosso<f>[3]</f> deus Raifã<f>[4]</f>, as figuras que fizestes, <i>para</i> adorá‑las; e deportar‑vos‑ei para além<f>[5]</f> d<i>a</i> Babilônia<f>[6]</f>”.<f>[7]</f>","E tomastes a tenda de Moloque<f>[1]</f> e a estrela<f>[2]</f> do vosso<f>[3]</f> deus Raifã<f>[4]</f>, as figuras que fizestes, <n>[para]</n> adorá‑las; e deportar‑vos‑ei para além<f>[5]</f> d<n>[a]</n> Babilônia<f>[6]</f>”.<f>[7]</f>"
At,7,44,"A tenda do testemunho estava <i>com</i> os nossos pais no deserto, assim como ordenara aquele que falou a Moisés fazê‑la conforme o modelo<f>[1]</f> que vira;","A tenda do testemunho estava <n>[com]</n> os nossos pais no deserto, assim como ordenara aquele que falou a Moisés fazê‑la conforme o modelo<f>[1]</f> que vira;"
At,7,45,"a qual também os nossos pais com Josué<f>[1]</f>, tendo<i>‑a</i> recebido<f>[2]</f>, introduziram<f>[3]</f> quando da<f>[4]</f> <i>tomada de</i> posse<f>[5]</f> das nações, que Deus expulsou da face dos nossos pais, até <i>a</i>os dias de Davi,","a qual também os nossos pais com Josué<f>[1]</f>, tendo<n>[‑a]</n> recebido<f>[2]</f>, introduziram<f>[3]</f> quando da<f>[4]</f> <n>[tomada de]</n> posse<f>[5]</f> das nações, que Deus expulsou da face dos nossos pais, até <n>[a]</n>os dias de Davi,"
At,7,46,que achou graça diante de Deus e pediu <i>que pudesse</i> achar um lugar para a tenda<f>[1]</f> do Deus<f>[2]</f> de Jacó.,que achou graça diante de Deus e pediu <n>[que pudesse]</n> achar um lugar para a tenda<f>[1]</f> do Deus<f>[2]</f> de Jacó.
At,7,48,"Mas o Altíssimo não habita<f>[1]</f> em <i>lugares</i><f>[2]</f> feitos por mãos<f>[3]</f>, como diz o profeta:","Mas o Altíssimo não habita<f>[1]</f> em <n>[lugares]</n><f>[2]</f> feitos por mãos<f>[3]</f>, como diz o profeta:"
At,7,49,"“O céu <i>é</i> meu trono; a terra, pois, supedâneo<f>[1]</f> dos meus pés. Que casa edificar‑me‑eis? diz o Senhor, ou qual <i>é o</i> lugar do meu descanso?","“O céu <n>[é]</n> meu trono; a terra, pois, supedâneo<f>[1]</f> dos meus pés. Que casa edificar‑me‑eis? diz o Senhor, ou qual <n>[é o]</n> lugar do meu descanso?"
At,7,50,Não fez a minha mão todas essas <i>coisas</i>?”<f>[1]</f>,Não fez a minha mão todas essas <n>[coisas]</n>?”<f>[1]</f>
At,7,51,"<i>Ó vós de</i> dura cerviz<f>[1]</f> e incircuncisos de coração<f>[2]</f> e ouvido! Vós sempre relutais<f>[3]</f> <i>a</i>o Espírito Santo; como os vossos pais, <i>assim</i> também vós.","<n>[Ó vós de]</n> dura cerviz<f>[1]</f> e incircuncisos de coração<f>[2]</f> e ouvido! Vós sempre relutais<f>[3]</f> <n>[a]</n>o Espírito Santo; como os vossos pais, <n>[assim]</n> também vós."
At,7,53,"<i>vós</i> que recebestes a lei por ordenança de anjos, e não <i>a</i> guardastes.","<n>[vós]</n> que recebestes a lei por ordenança de anjos, e não <n>[a]</n> guardastes."
At,7,54,"Ouvindo, pois, essas <i>coisas</i>, foram cortados <i>até</i> nos seus corações<f>[1]</f> e rangiam os dentes contra ele.","Ouvindo, pois, essas <n>[coisas]</n>, foram cortados <n>[até]</n> nos seus corações<f>[1]</f> e rangiam os dentes contra ele."
At,7,55,"Estando, pois, cheio de Espírito Santo, fitando <i>os olhos</i> para o céu, viu<f>[1]</f> <i>a</i> glória de Deus e Jesus estando em pé<f>[2]</f> à destra de Deus","Estando, pois, cheio de Espírito Santo, fitando <n>[os olhos]</n> para o céu, viu<f>[1]</f> <n>[a]</n> glória de Deus e Jesus estando em pé<f>[2]</f> à destra de Deus"
At,7,56,e disse: Eis <i>que</i> vejo<f>[1]</f> os céus abertos e o Filho do homem estando em pé à destra de Deus!,e disse: Eis <n>[que]</n> vejo<f>[1]</f> os céus abertos e o Filho do homem estando em pé à destra de Deus!
At,7,57,"Gritando, pois, <i>com</i> grande voz, taparam os seus ouvidos e arremeteram unânimes contra ele.","Gritando, pois, <n>[com]</n> grande voz, taparam os seus ouvidos e arremeteram unânimes contra ele."
At,7,58,"E lançando<i>‑o</i> para fora da cidade, <i>o</i> apedrejaram. E as testemunhas depuseram as suas túnicas aos pés de um jovem<f>[1]</f> chamado Saulo<f>[2]</f>.","E lançando<n>[‑o]</n> para fora da cidade, <n>[o]</n> apedrejaram. E as testemunhas depuseram as suas túnicas aos pés de um jovem<f>[1]</f> chamado Saulo<f>[2]</f>."
At,7,60,"Pondo<i>‑se</i>, pois, de joelhos, exclamou <i>com</i> grande voz: Senhor, não põe <i>n</i>eles este pecado! E dizendo isso, adormeceu<f>[1]</f>.","Pondo<n>[‑se]</n>, pois, de joelhos, exclamou <n>[com]</n> grande voz: Senhor, não põe <n>[n]</n>eles este pecado! E dizendo isso, adormeceu<f>[1]</f>."
At,8,2,"Homens tementes <i>a Deus</i> sepultaram, pois, a Estêvão, e fizeram grande lamentação sobre ele.","Homens tementes <n>[a Deus]</n> sepultaram, pois, a Estêvão, e fizeram grande lamentação sobre ele."
At,8,3,"Saulo, pois, assolava<f>[1]</f> a igreja, entrando uma após outra nas casas<f>[2]</f>, arrastando tanto homens como mulheres, <i>os</i> entregava<f>[3]</f> à prisão.","Saulo, pois, assolava<f>[1]</f> a igreja, entrando uma após outra nas casas<f>[2]</f>, arrastando tanto homens como mulheres, <n>[os]</n> entregava<f>[3]</f> à prisão."
At,8,6,"Atentavam, pois, unanimemente as multidões às <i>coisas</i> ditas por Filipe, ao ouvi‑las e <i>ao</i> ver os sinais que fazia.","Atentavam, pois, unanimemente as multidões às <n>[coisas]</n> ditas por Filipe, ao ouvi‑las e <n>[ao]</n> ver os sinais que fazia."
At,8,7,"Porque de muitos, que tinham espíritos imundos, gritando <i>com</i> grande voz, saíam<f>[1]</f>; e muitos paralíticos e coxos eram curados.","Porque de muitos, que tinham espíritos imundos, gritando <n>[com]</n> grande voz, saíam<f>[1]</f>; e muitos paralíticos e coxos eram curados."
At,8,9,"Um certo homem, pois, <i>por</i> nome<f>[1]</f> Simão<f>[2]</f>, estava antes<f>[3]</f> na cidade, praticando magia<f>[4]</f> e deixando atônito<f>[5]</f> o povo<f>[6]</f> de Samaria, dizendo ele mesmo<f>[7]</f> ser alguém grande;","Um certo homem, pois, <n>[por]</n> nome<f>[1]</f> Simão<f>[2]</f>, estava antes<f>[3]</f> na cidade, praticando magia<f>[4]</f> e deixando atônito<f>[5]</f> o povo<f>[6]</f> de Samaria, dizendo ele mesmo<f>[7]</f> ser alguém grande;"
At,8,11,"Atendiam‑no, pois, porque por tempo considerável<f>[1]</f> os havia deixado atônito <i>pel</i>as magias.","Atendiam‑no, pois, porque por tempo considerável<f>[1]</f> os havia deixado atônito <n>[pel]</n>as magias."
At,8,13,"Simão, pois, também <i>ele</i> mesmo creu e, tendo sido batizado, ficou constantemente<f>[1]</f> <i>com</i> Filipe; vendo, pois, acontecer <i>os</i> sinais e <i>as</i> grandes obras poderosas<f>[2]</f>, se maravilhou<f>[3]</f>.","Simão, pois, também <n>[ele]</n> mesmo creu e, tendo sido batizado, ficou constantemente<f>[1]</f> <n>[com]</n> Filipe; vendo, pois, acontecer <n>[os]</n> sinais e <n>[as]</n> grandes obras poderosas<f>[2]</f>, se maravilhou<f>[3]</f>."
At,8,14,"Ouvindo, pois, os apóstolos <i>que estavam</i> em Jerusalém<f>[1]</f>, que Samaria recebera a palavra<f>[2]</f> de Deus, enviaram para eles Pedro e João,","Ouvindo, pois, os apóstolos <n>[que estavam]</n> em Jerusalém<f>[1]</f>, que Samaria recebera a palavra<f>[2]</f> de Deus, enviaram para eles Pedro e João,"
At,8,15,"que, tendo descido, oraram referente a eles, para que recebessem <i>o</i> Espírito Santo,","que, tendo descido, oraram referente a eles, para que recebessem <n>[o]</n> Espírito Santo,"
At,8,17,"Então impuseram‑lhes as mãos, e receberam <i>o</i> Espírito Santo.","Então impuseram‑lhes as mãos, e receberam <n>[o]</n> Espírito Santo."
At,8,19,"dizendo: <f>[1]</f>Dai‑me também essa autoridade, para que a quem impuser as mãos receba <i>o</i> Espírito Santo.","dizendo: <f>[1]</f>Dai‑me também essa autoridade, para que a quem impuser as mãos receba <n>[o]</n> Espírito Santo."
At,8,24,"Respondendo, pois, Simão disse: Rogai vós por mim para o Senhor, para que nada venha sobre mim das <i>coisas</i> <i>que</i> dissestes.","Respondendo, pois, Simão disse: Rogai vós por mim para o Senhor, para que nada venha sobre mim das <n>[coisas]</n> <n>[que]</n> dissestes."
